,customerID,products
298,106,70
299,109,183
300,109,183
301,109,183
302,110,143
303,110,143
304,111,165
305,111,165
306,111,132
307,111,44
308,111,44
309,111,20
310,111,20
311,111,57
312,111,29
313,112,172
314,112,261
315,113,260
316,114,2
317,114,2
318,114,2
319,114,281
320,115,2
321,117,11
322,118,260
323,119,29
324,119,29
325,119,29
326,119,23
327,119,23
328,119,23
329,119,107
330,119,107
331,119,107
332,120,79
333,120,116
334,120,96
335,120,36
336,120,70
337,121,76
338,121,173
339,121,173
340,121,2
341,121,148
342,122,260
343,122,133
344,122,133
345,123,21
346,123,143
347,123,143
348,124,264
349,125,43
350,126,48
351,126,194
352,126,8
353,126,79
354,126,36
355,126,61
356,127,195
357,127,115
358,130,118
359,131,11
360,131,11
361,131,23
362,131,23
363,134,287
364,134,150
365,135,107
366,135,107
367,135,23
368,135,23
369,135,140
370,137,61
371,137,2
372,137,2
373,137,167
374,139,135
375,139,33
376,139,287
377,139,17
378,139,102
379,139,20
380,139,243
381,139,23
382,139,61
383,139,33
384,140,263
385,140,11
386,141,149
387,142,23
388,142,23
389,142,107
390,142,107
391,142,29
392,142,29
393,142,12
394,142,12
395,142,12
396,143,2
397,144,2
398,144,2
399,145,29
400,145,29
401,145,29
402,145,2
403,146,2
404,146,122
405,146,20
406,146,33
407,147,67
408,147,116
409,147,287
410,147,287
411,148,144
412,148,111
413,148,127
414,148,127
415,149,148
416,149,175
417,150,23
418,150,23
419,150,23
420,152,263
421,152,114
422,152,29
423,152,11
424,152,2
425,152,33
426,153,36
427,153,79
428,153,48
429,153,38
430,153,134
431,153,134
432,153,134
433,153,8
434,154,20
435,154,195
436,155,43
437,155,43
438,156,20
439,156,192
440,156,89
441,157,20
442,157,20
443,157,20
444,158,298
445,159,2
446,159,2
447,160,41
448,160,41
449,160,41
450,160,118
451,162,263
452,162,8
453,162,8
454,162,261
455,163,2
456,164,17
457,164,17
458,164,51
459,164,2
460,164,2
461,164,2
462,164,55
463,167,25
464,167,20
465,167,11
466,167,11
467,167,11
468,167,23
469,167,25
470,167,41
471,167,25
472,167,107
473,168,15
474,168,195
475,168,1
476,170,2
477,170,20
478,172,150
479,172,79
480,172,63
481,172,229
482,172,229
483,172,168
484,172,264
485,172,192
486,172,36
487,173,135
488,173,20
489,173,165
490,173,165
491,174,20
492,174,199
493,174,2
494,175,243
495,175,243
496,175,165
497,176,66
498,177,2
499,177,29
500,177,29
501,178,118
502,178,33
503,178,47
504,178,263
505,179,15
506,181,23
507,182,89
508,182,89
509,182,89
510,182,259
511,182,160
512,182,160
513,183,11
514,183,11
515,184,2
516,184,29
517,184,124
518,184,150
519,184,25
520,185,2
521,186,2
522,186,2
523,187,168
524,187,168
525,188,11
526,188,112
527,188,29
528,190,2
529,190,2
530,191,33
531,191,33
532,4,199
533,4,289
534,8,36
535,10,66
536,10,66
537,10,66
538,11,213
539,14,2
540,14,2
541,14,120
542,14,120
543,14,146
544,14,20
545,14,20
546,14,20
547,27,17
548,32,12
549,32,12
550,32,12
551,38,231
552,38,50
553,38,282
554,40,47
555,40,2
556,40,2
557,40,2
558,51,15
559,69,11
560,69,11
561,69,11
562,69,234
563,69,102
564,69,102
565,69,29
566,84,112
567,84,20
568,85,47
569,100,201
570,100,201
571,100,27
572,105,250
573,108,44
574,108,44
575,108,44
576,114,61
577,114,21
578,114,194
579,114,38
580,114,170
581,114,181
582,114,181
583,114,181
584,114,36
585,114,36
586,127,33
587,127,33
588,127,33
589,128,10
590,128,26
591,128,26
592,128,26
593,136,21
594,136,107
595,136,29
596,136,23
597,136,2
598,136,2
599,136,20
600,136,45
601,136,45
602,137,157
603,152,236
604,153,47
605,153,47
606,153,47
607,154,148
608,156,277
609,156,25
610,162,162
611,162,162
612,162,107
613,162,107
614,162,107
615,165,87
616,169,251
617,172,77
618,172,2
619,172,172
620,172,20
621,172,20
622,172,143
623,172,44
624,180,166
625,193,145
626,193,243
627,193,289
628,193,173
629,193,266
630,194,175
631,194,183
632,194,25
633,194,175
634,194,183
635,194,65
636,194,20
637,194,146
638,194,25
639,194,77
640,195,287
641,195,287
642,195,181
643,195,241
644,195,241
645,195,139
646,195,148
647,195,29
648,195,29
649,196,82
650,196,82
651,196,82
652,196,25
653,196,20
654,198,297
655,198,94
656,198,47
657,199,252
658,199,252
659,199,252
660,199,107
661,199,107
662,199,107
663,199,118
664,199,118
665,199,118
666,200,1
667,200,25
668,200,25
669,200,122
670,200,268
671,201,25
672,201,25
673,201,20
674,201,20
675,201,20
676,201,100
677,201,100
678,201,100
679,202,79
680,202,79
681,202,8
682,202,241
683,202,79
684,202,48
685,202,8
686,202,48
687,202,241
688,202,8
689,203,2
690,203,2
691,203,2
692,203,44
693,204,252
694,204,252
695,204,252
696,204,0
697,204,0
698,204,118
699,206,20
700,206,181
701,206,181
702,207,2
703,207,2
704,207,33
705,207,33
706,207,33
707,207,227
708,207,20
709,208,143
710,208,210
711,208,15
712,208,231
713,208,18
714,208,211
715,209,182
716,209,182
717,209,43
718,210,213
719,210,178
720,210,289
721,210,289
722,211,190
723,211,49
724,211,172
725,212,110
726,212,110
727,212,11
728,212,11
729,213,13
730,213,2
731,213,73
732,214,263
733,214,11
734,214,11
735,214,11
736,215,239
737,215,281
738,215,291
739,215,165
740,215,165
741,216,146
742,216,17
743,217,17
744,217,146
745,217,210
746,217,297
747,217,195
748,219,29
749,219,297
750,219,2
751,219,2
752,219,23
753,219,107
754,219,107
755,220,133
756,220,101
757,221,20
758,221,20
759,221,17
760,221,17
761,221,11
762,221,11
763,221,11
764,223,151
765,223,151
766,225,168
767,225,148
768,225,119
769,226,169
770,226,169
771,226,169
772,227,41
773,227,41
774,227,25
775,227,68
776,227,68
777,228,68
778,228,88
779,228,44
780,228,68
781,228,64
782,228,78
783,228,68
784,228,261
785,228,261
786,228,88
787,229,259
788,229,25
789,229,227
790,229,275
791,229,33
792,229,206
793,229,191
794,229,275
795,229,25
796,229,199
797,230,215
798,230,259
799,230,259
800,230,118
801,230,118
802,230,118
803,231,20
804,231,20
805,231,56
806,231,56
807,231,193
808,231,193
809,232,286
810,232,44
811,232,44
812,233,143
813,233,23
814,233,107
815,233,145
816,233,191
817,233,268
818,233,268
819,233,268
820,233,2
821,233,2
822,234,33
823,235,272
824,235,264
825,235,172
826,235,73
827,235,26
828,235,26
829,235,237
830,236,214
831,236,21
832,236,2
833,236,2
834,237,107
835,237,107
836,237,107
837,237,227
838,237,297
839,237,172
840,240,97
841,241,2
842,241,1
843,241,33
844,241,33
845,241,33
846,241,2
847,241,216
848,241,20
849,241,15
850,241,47
851,242,23
852,242,23
853,242,213
854,242,2
855,242,2
856,242,107
857,242,107
858,243,144
859,243,86
860,243,41
861,243,41
862,243,39
863,243,12
864,244,203
865,244,9
866,244,143
867,244,143
868,244,143
869,244,63
870,244,205
871,245,44
872,245,44
873,245,29
874,245,29
875,245,29
876,246,71
877,246,50
878,246,175
879,246,9
880,247,23
881,247,23
882,247,20
883,247,33
884,247,11
885,247,11
886,247,111
887,247,29
888,247,29
889,248,163
890,248,163
891,248,135
892,249,134
893,249,110
894,249,110
895,249,181
896,249,8
897,249,8
898,250,213
899,250,2
900,251,2
901,251,279
902,251,279
903,251,47
904,251,33
905,252,234
906,252,234
907,252,234
908,252,111
909,252,43
910,252,33
911,252,20
912,253,20
913,253,70
914,253,70
915,253,70
916,253,116
917,253,116
918,254,23
919,254,23
920,254,23
921,254,234
922,254,234
923,254,20
924,254,20
925,255,36
926,255,36
927,255,8
928,255,122
929,256,273
930,257,208
931,257,249
932,257,249
933,257,249
934,258,2
935,259,78
936,259,78
937,259,168
938,259,168
939,259,116
940,259,184
941,259,208
942,259,18
943,259,18
944,259,18
945,260,106
946,260,44
947,260,1
948,260,102
949,260,102
950,260,12
951,261,2
952,261,20
953,263,66
954,263,66
955,263,81
956,263,16
957,265,2
958,265,21
959,265,33
960,265,33
961,265,33
962,266,12
963,266,273
964,266,2
965,266,2
966,266,21
967,266,1
968,267,91
969,267,91
970,267,48
971,267,2
972,267,25
973,267,8
974,268,170
975,268,13
976,268,20
977,268,118
978,268,83
979,268,118
980,268,9
981,268,20
982,268,192
983,268,148
984,269,236
985,269,236
986,270,143
987,270,143
988,270,30
989,271,198
990,271,99
991,271,236
992,271,191
993,271,237
994,272,15
995,273,13
996,274,29
997,274,29
998,274,29
999,274,11
1000,274,11
1001,274,11
1002,274,198
1003,275,20
1004,275,25
1005,275,213
1006,275,213
1007,275,213
1008,275,2
1009,275,172
1010,275,43
1011,275,43
1012,276,12
1013,276,186
1014,277,70
1015,277,150
1016,277,73
1017,277,60
1018,277,116
1019,277,73
1020,277,266
1021,277,102
1022,277,60
1023,277,116
1024,278,12
1025,278,289
1026,278,289
1027,278,289
1028,278,23
1029,278,23
1030,278,64
1031,278,64
1032,279,134
1033,279,97
1034,279,15
1035,279,273
1036,279,115
1037,280,47
1038,282,25
1039,282,25
1040,282,281
1041,282,2
1042,282,2
1043,282,12
1044,283,211
1045,283,118
1046,283,118
1047,283,289
1048,284,121
1049,284,121
1050,284,121
1051,285,24
1052,285,77
1053,285,77
1054,285,13
1055,286,102
1056,286,102
1057,286,102
1058,286,287
1059,287,50
1060,287,258
1061,287,133
1062,287,158
1063,287,195
1064,288,269
1065,288,247
1066,288,259
1067,288,275
1068,288,145
1069,289,44
1070,290,49
1071,290,196
1072,290,190
1073,290,38
1074,290,48
1075,290,196
1076,290,8
1077,290,61
1078,290,48
1079,290,49
1080,291,201
1081,291,201
1082,295,1
1083,296,193
1084,296,193
1085,296,41
1086,296,41
1087,296,41
1088,296,17
1089,297,60
1090,297,133
1091,297,31
1092,297,166
1093,297,268
1094,297,268
1095,297,289
1096,297,289
1097,298,11
1098,298,46
1099,298,1
1100,298,57
1101,300,96
1102,301,1
1103,301,102
1104,301,2
1105,301,2
1106,301,2
1107,301,167
1108,301,115
1109,301,48
1110,301,79
1111,301,199
1112,302,6
1113,302,6
1114,302,6
1115,303,146
1116,303,97
1117,303,224
1118,304,156
1119,305,110
1120,305,110
1121,306,1
1122,306,267
1123,307,228
1124,307,9
1125,307,9
1126,308,21
1127,308,297
1128,308,47
1129,310,170
1130,310,283
1131,310,283
1132,310,78
1133,311,95
1134,311,91
1135,311,91
1136,312,61
1137,314,193
1138,315,297
1139,316,25
1140,316,172
1141,316,66
1142,316,124
1143,316,168
1144,316,224
1145,317,47
1146,317,11
1147,317,23
1148,317,29
1149,318,29
1150,318,2
1151,318,2
1152,318,214
1153,318,214
1154,318,23
1155,318,23
1156,318,11
1157,318,11
1158,319,215
1159,319,134
1160,319,195
1161,319,148
1162,319,170
1163,319,170
1164,321,2
1165,321,20
1166,321,20
1167,322,29
1168,322,23
1169,323,16
1170,323,16
1171,325,57
1172,325,20
1173,325,71
1174,325,25
1175,326,238
1176,326,260
1177,326,260
1178,328,49
1179,328,12
1180,328,250
1181,328,175
1182,328,51
1183,328,49
1184,328,44
1185,328,190
1186,328,250
1187,328,66
1188,329,20
1189,329,20
1190,329,287
1191,329,287
1192,330,269
1193,331,102
1194,331,102
1195,331,2
1196,331,2
1197,332,146
1198,332,33
1199,332,111
1200,332,142
1201,334,183
1202,335,2
1203,335,109
1204,335,118
1205,335,26
1206,335,224
1207,335,114
1208,335,118
1209,335,109
1210,335,118
1211,335,143
1212,337,97
1213,338,29
1214,338,29
1215,338,107
1216,338,107
1217,338,33
1218,338,23
1219,338,23
1220,339,13
1221,339,298
1222,339,33
1223,341,36
1224,341,44
1225,341,44
1226,341,44
1227,341,2
1228,341,11
1229,341,11
1230,341,11
1231,341,194
1232,342,160
1233,343,68
1234,343,68
1235,343,252
1236,343,252
1237,343,252
1238,344,20
1239,344,20
1240,344,214
1241,344,214
1242,344,214
1243,344,33
1244,345,58
1245,345,58
1246,345,58
1247,345,15
1248,345,15
1249,345,15
1250,346,212
1251,346,26
1252,346,26
1253,348,66
1254,348,272
1255,348,39
1256,348,283
1257,349,213
1258,349,160
1259,350,4
1260,350,84
1261,350,13
1262,352,39
1263,352,2
1264,352,21
1265,353,2
1266,353,2
1267,357,32
1268,358,142
1269,359,2
1270,359,2
1271,360,2
1272,361,2
1273,361,167
1274,362,33
1275,362,135
1276,365,127
1277,365,127
1278,365,127
1279,366,199
1280,366,199
1281,366,227
1282,368,11
1283,368,11
1284,368,11
1285,368,23
1286,368,23
1287,368,107
1288,368,20
1289,369,107
1290,369,250
1291,369,23
1292,370,33
1293,370,29
1294,370,29
1295,372,143
1296,372,20
1297,374,46
1298,375,298
1299,376,208
1300,376,231
1301,376,71
1302,376,71
1303,378,47
1304,378,263
1305,378,263
1306,378,20
1307,379,2
1308,380,289
1309,380,37
1310,380,37
1311,380,37
1312,380,175
1313,380,175
1314,380,118
1315,380,118
1316,380,118
1317,380,214
1318,382,13
1319,382,43
1320,382,282
1321,384,166
1322,385,50
1323,385,23
1324,385,23
1325,385,76
1326,385,275
1327,385,20
1328,385,198
1329,386,106
1330,386,206
1331,387,17
1332,388,84
1333,388,193
1334,388,193
1335,388,213
1336,388,2
1337,388,2
1338,390,11
1339,390,11
1340,390,11
1341,390,23
1342,390,23
1343,390,23
1344,392,79
1345,392,8
1346,393,47
1347,393,236
1348,393,236
1349,394,111
1350,394,33
1351,395,20
1352,395,2
1353,395,2
1354,395,2
1355,397,152
1356,397,41
1357,397,41
1358,397,234
1359,397,234
1360,397,20
1361,397,20
1362,399,213
1363,399,9
1364,399,2
1365,399,77
1366,399,282
1367,399,100
1368,400,107
1369,400,107
1370,400,23
1371,400,23
1372,400,11
1373,400,11
1374,401,46
1375,401,177
1376,401,177
1377,401,20
1378,402,33
1379,402,2
1380,402,2
1381,403,192
1382,403,192
1383,403,192
1384,405,20
1385,405,2
1386,405,2
1387,407,2
1388,407,2
1389,407,228
1390,407,97
1391,407,91
1392,407,91
1393,409,195
1394,411,124
1395,411,91
1396,411,91
1397,412,233
1398,412,2
1399,412,94
1400,413,190
1401,413,185
1402,414,236
1403,414,148
1404,415,50
1405,415,50
1406,415,9
1407,415,9
1408,415,9
1409,417,88
1410,419,29
1411,419,29
1412,419,29
1413,420,91
1414,420,91
1415,422,2
1416,422,2
1417,422,51
1418,422,51
1419,426,2
1420,426,2
1421,426,2
1422,427,94
1423,427,145
1424,427,287
1425,429,33
1426,431,21
1427,431,43
1428,431,43
1429,434,160
1430,434,160
1431,436,261
1432,436,47
1433,436,29
1434,436,23
1435,440,11
1436,440,23
1437,442,44
1438,442,33
1439,442,2
1440,442,44
1441,442,44
1442,442,25
1443,442,2
1444,442,261
1445,442,48
1446,442,8
1447,443,77
1448,444,243
1449,444,243
1450,444,243
1451,445,246
1452,445,246
1453,445,154
1454,445,154
1455,446,186
1456,446,186
1457,446,33
1458,447,33
1459,447,2
1460,448,268
1461,448,15
1462,449,26
1463,449,268
1464,450,182
1465,450,182
1466,450,182
1467,450,58
1468,450,58
1469,450,58
1470,451,110
1471,451,2
1472,451,159
1473,451,18
1474,451,57
1475,451,250
1476,451,264
1477,451,234
1478,451,110
1479,451,18
1480,452,213
1481,452,213
1482,452,213
1483,453,175
1484,454,20
1485,454,32
1486,454,32
1487,455,234
1488,455,234
1489,455,234
1490,456,120
1491,456,33
1492,456,263
1493,456,263
1494,456,2
1495,456,2
1496,457,134
1497,457,44
1498,457,20
1499,457,181
1500,457,179
1501,458,20
1502,458,20
1503,458,20
1504,459,214
1505,459,20
1506,459,20
1507,459,20
1508,460,184
1509,460,184
1510,461,107
1511,461,36
1512,461,298
1513,461,25
1514,461,79
1515,461,25
1516,461,23
1517,461,8
1518,461,107
1519,461,48
1520,462,175
1521,462,266
1522,462,265
1523,462,265
1524,463,128
1525,463,15
1526,463,88
1527,463,88
1528,463,88
1529,463,229
1530,463,229
1531,463,76
1532,464,23
1533,464,29
1534,464,11
1535,464,217
1536,464,33
1537,464,12
1538,464,23
1539,464,263
1540,464,11
1541,464,23
1542,465,284
1543,465,53
1544,465,53
1545,465,77
1546,465,33
1547,465,2
1548,465,47
1549,465,246
1550,465,246
1551,466,264
1552,467,44
1553,467,44
1554,467,110
1555,467,106
1556,467,201
1557,467,61
1558,467,273
1559,467,2
1560,467,110
1561,467,2
1562,468,57
1563,469,97
1564,469,229
1565,469,229
1566,470,66
1567,470,124
1568,470,60
1569,470,60
1570,473,23
1571,474,201
1572,474,50
1573,474,125
1574,474,125
1575,474,9
1576,474,259
1577,476,195
1578,476,162
1579,476,2
1580,476,15
1581,477,47
1582,477,20
1583,480,15
1584,482,2
1585,483,11
1586,483,11
1587,484,25
1588,484,168
1589,484,168
1590,484,130
1591,485,133
1592,485,133
1593,485,133
1594,486,77
1595,486,148
1596,486,181
1597,487,2
1598,487,2
1599,487,45
1600,487,213
1601,487,1
1602,489,44
1603,489,44
1604,489,44
1605,489,133
1606,489,133
1607,489,133
1608,490,11
1609,490,11
1610,490,11
1611,492,44
1612,492,44
1613,492,184
1614,492,184
1615,493,181
1616,494,2
1617,495,17
1618,495,17
1619,496,3
1620,496,3
1621,496,3
1622,498,29
1623,498,29
1624,498,29
1625,498,106
1626,498,106
1627,498,11
1628,498,11
1629,498,11
1630,499,111
1631,499,61
1632,500,29
1633,500,29
1634,500,20
1635,500,20
1636,500,23
1637,501,144
1638,502,17
1639,502,214
1640,503,20
1641,503,20
1642,504,264
1643,504,79
1644,504,7
1645,504,231
1646,504,265
1647,504,283
1648,504,192
1649,504,55
1650,504,194
1651,504,211
1652,505,157
1653,506,44
1654,507,111
1655,507,150
1656,507,287
1657,507,70
1658,508,110
1659,508,110
1660,508,25
1661,509,279
1662,509,279
1663,510,33
1664,511,259
1665,511,21
1666,513,195
1667,515,2
1668,515,2
1669,516,111
1670,516,290
1671,516,64
1672,516,209
1673,516,9
1674,516,9
1675,518,230
1676,518,230
1677,518,230
1678,519,206
1679,519,67
1680,519,102
1681,519,251
1682,520,134
1683,520,107
1684,520,29
1685,520,23
1686,520,148
1687,520,170
1688,522,190
1689,522,190
1690,522,49
1691,523,279
1692,523,40
1693,523,234
1694,523,49
1695,524,2
1696,524,2
1697,525,26
1698,525,45
1699,525,9
1700,526,33
1701,526,33
1702,529,32
1703,530,182
1704,530,182
1705,531,166
1706,531,166
1707,531,286
1708,532,234
1709,533,57
1710,534,239
1711,534,239
1712,534,239
1713,534,2
1714,535,102
1715,535,213
1716,537,2
1717,537,2
1718,537,8
1719,537,8
1720,537,36
1721,538,135
1722,538,257
1723,538,9
1724,538,231
1725,538,214
1726,538,214
1727,539,44
1728,539,111
1729,539,50
1730,539,182
1731,540,13
1732,540,20
1733,540,20
1734,540,20
1735,540,76
1736,540,199
1737,541,247
1738,541,247
1739,542,209
1740,542,41
1741,542,41
1742,542,41
1743,542,68
1744,542,68
1745,543,99
1746,544,48
1747,544,279
1748,544,102
1749,544,186
1750,544,220
1751,544,261
1752,544,48
1753,544,213
1754,544,186
1755,544,186
1756,545,111
1757,545,20
1758,545,20
1759,545,165
1760,546,2
1761,546,2
1762,547,213
1763,547,213
1764,547,213
1765,549,25
1766,549,25
1767,549,297
1768,549,236
1769,549,236
1770,550,230
1771,550,230
1772,550,230
1773,551,282
1774,551,33
1775,551,33
1776,551,33
1777,551,140
1778,551,293
1779,551,213
1780,551,111
1781,551,111
1782,551,111
1783,553,13
1784,553,42
1785,554,9
1786,554,9
1787,554,199
1788,555,263
1789,555,211
1790,555,191
1791,555,268
1792,556,287
1793,556,160
1794,556,160
1795,558,224
1796,559,256
1797,559,20
1798,559,21
1799,562,33
1800,562,20
1801,562,20
1802,563,82
1803,563,154
1804,563,154
1805,563,154
1806,563,173
1807,565,234
1808,565,234
1809,565,286
1810,566,273
1811,567,145
1812,567,145
1813,567,257
1814,567,191
1815,567,191
1816,568,24
1817,568,24
1818,568,88
1819,568,29
1820,568,29
1821,568,213
1822,568,23
1823,568,260
1824,569,33
1825,570,23
1826,570,23
1827,570,29
1828,570,29
1829,570,107
1830,570,107
1831,572,236
1832,572,236
1833,572,62
1834,572,199
1835,572,23
1836,572,23
1837,573,166
1838,573,15
1839,573,15
1840,575,296
1841,575,2
1842,577,11
1843,577,11
1844,577,11
1845,578,172
1846,578,172
1847,578,172
1848,578,20
1849,578,20
1850,579,20
1851,579,2
1852,579,177
1853,579,177
1854,579,177
1855,580,2
1856,582,297
1857,583,23
1858,584,11
1859,584,11
1860,584,2
1861,584,2
1862,584,107
1863,584,107
1864,585,41
1865,585,41
1866,585,33
1867,588,111
1868,589,23
1869,589,16
1870,589,107
1871,589,29
1872,590,23
1873,590,23
1874,591,241
1875,591,146
1876,592,49
1877,592,190
1878,592,190
1879,592,2
1880,592,227
1881,593,2
1882,593,163
1883,593,163
1884,593,163
1885,594,2
1886,594,181
1887,597,135
1888,597,135
1889,597,41
1890,597,41
1891,597,41
1892,597,2
1893,597,2
1894,598,70
1895,598,135
1896,598,12
1897,598,12
1898,598,66
1899,598,66
1900,598,62
1901,599,49
1902,599,49
1903,599,190
1904,599,190
1905,600,224
1906,600,33
1907,601,241
1908,602,2
1909,606,33
1910,606,33
1911,606,250
1912,608,118
1913,608,118
1914,608,33
1915,608,33
1916,610,236
1917,610,176
1918,610,13
1919,610,146
1920,614,62
1921,614,116
1922,615,162
1923,616,181
1924,617,111
1925,619,173
1926,619,173
1927,619,82
1928,619,82
1929,619,82
1930,620,143
1931,624,230
1932,624,230
1933,624,230
1934,626,57
1935,626,45
1936,627,182
1937,627,182
1938,627,182
1939,627,9
1940,627,9
1941,627,9
1942,628,29
1943,628,29
1944,628,11
1945,628,11
1946,629,97
1947,631,59
1948,632,2
1949,632,63
1950,632,1
1951,635,163
1952,635,163
1953,635,163
1954,636,20
1955,639,133
1956,640,24
1957,641,111
1958,641,111
1959,641,111
1960,644,82
1961,646,213
1962,646,213
1963,649,25
1964,649,214
1965,650,256
1966,650,3
1967,650,3
1968,650,3
1969,652,20
1970,652,241
1971,652,118
1972,652,118
1973,652,15
1974,653,2
1975,654,55
1976,654,86
1977,656,13
1978,656,2
1979,656,2
1980,656,259
1981,658,70
1982,658,201
1983,658,198
1984,659,2
1985,659,8
1986,660,109
1987,660,109
1988,660,2
1989,660,55
1990,661,43
1991,661,12
1992,661,107
1993,661,107
1994,662,2
1995,662,2
1996,662,2
1997,662,9
1998,664,86
1999,664,166
2000,664,250
2001,664,122
2002,664,58
2003,664,234
2004,666,265
2005,666,25
2006,667,33
2007,667,33
2008,667,33
2009,670,89
2010,672,236
2011,672,236
2012,672,36
2013,672,67
2014,672,48
2015,673,209
2016,673,209
2017,674,236
2018,674,236
2019,674,25
2020,674,150
2021,674,29
2022,675,13
2023,675,136
2024,675,136
2025,675,43
2026,675,43
2027,675,152
2028,675,29
2029,675,29
2030,675,29
2031,676,25
2032,677,23
2033,677,29
2034,677,2
2035,677,2
2036,677,239
2037,677,170
2038,677,264
2039,677,44
2040,677,11
2041,677,23
2042,678,162
2043,678,114
2044,678,44
2045,679,23
2046,679,23
2047,679,29
2048,679,29
2049,679,114
2050,679,114
2051,679,11
2052,680,118
2053,680,118
2054,680,287
2055,680,236
2056,680,236
2057,680,41
2058,682,111
2059,682,44
2060,684,236
2061,684,12
2062,684,17
2063,684,236
2064,684,94
2065,684,37
2066,684,9
2067,684,37
2068,684,9
2069,684,159
2070,685,107
2071,685,29
2072,685,11
2073,686,158
2074,686,158
2075,686,6
2076,686,6
2077,687,281
2078,687,127
2079,687,287
2080,687,127
2081,687,127
2082,687,172
2083,687,281
2084,687,135
2085,687,281
2086,687,44
2087,688,195
2088,688,20
2089,690,68
2090,691,25
2091,692,55
2092,692,121
2093,692,121
2094,692,114
2095,693,240
2096,693,240
2097,693,240
2098,694,259
2099,694,2
2100,694,2
2101,694,214
2102,694,43
2103,695,236
2104,695,236
2105,695,236
2106,697,2
2107,697,12
2108,697,263
2109,697,263
2110,697,263
2111,698,23
2112,698,179
2113,699,25
2114,699,20
2115,699,49
2116,699,190
2117,700,230
2118,701,13
2119,702,1
2120,702,29
2121,702,29
2122,702,146
2123,702,23
2124,702,23
2125,702,23
2126,703,102
2127,704,286
2128,704,36
2129,704,79
2130,704,8
2131,704,8
2132,704,88
2133,704,23
2134,704,38
2135,704,107
2136,705,281
2137,705,281
2138,705,89
2139,705,20
